epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,104.678,1.56957,1.50234,1.4926,2e-05,0.00667,1e-05,0,nan,nan,nan,0.00787857,0.00787857,0.00787857
17,110.931,1.56143,1.1976,1.42758,0,0,0,0,nan,nan,nan,0.00773714,0.00773714,0.00773714
18,117.054,1.50455,1.07518,1.41375,0,0,0,0,nan,nan,nan,0.00759571,0.00759571,0.00759571
19,123.297,1.53562,1.07317,1.43298,0,0,0,0,nan,nan,nan,0.00745429,0.00745429,0.00745429
20,129.482,1.4309,1.11526,1.38307,0,0,0,0,3.87226,7.63163,3.6364,0.00731286,0.00731286,0.00731286
21,135.649,1.4579,1.06408,1.36974,0.33019,0.093,0.09791,0.05159,3.1011,5.13526,3.05007,0.00717143,0.00717143,0.00717143
22,147.926,1.46124,0.99999,1.33702,0.84207,0.0641,0.09911,0.05372,3.01061,5.26679,2.82698,0.00703,0.00703,0.00703
23,160.28,1.47049,1.01488,1.37898,0.48961,0.04679,0.06308,0.02286,3.17745,6.36314,2.9367,0.00688857,0.00688857,0.00688857
24,166.544,1.51249,1.07431,1.4691,0.52082,0.63179,0.49284,0.22654,1.80288,2.91286,1.66996,0.00674714,0.00674714,0.00674714
25,173.2,1.37561,0.99159,1.32736,0.6524,0.6598,0.63271,0.28093,1.98044,1.4267,1.7641,0.00660571,0.00660571,0.00660571
26,179.858,1.45167,0.9576,1.31106,0.76251,0.6274,0.65607,0.32719,1.85734,1.46455,1.6687,0.00646429,0.00646429,0.00646429
27,186.616,1.40584,0.96224,1.3069,0.75522,0.81524,0.83368,0.398,1.79174,1.13265,1.58816,0.00632286,0.00632286,0.00632286
28,193.144,1.39987,0.94921,1.33897,0.79651,0.80832,0.83968,0.42988,1.69526,1.03775,1.49062,0.00618143,0.00618143,0.00618143
29,199.793,1.38712,0.93732,1.3097,0.82543,0.80717,0.80057,0.41037,1.65503,1.06829,1.47329,0.00604,0.00604,0.00604
30,205.745,1.46289,0.94251,1.412,0.69859,0.79059,0.77518,0.40957,1.77676,1.17774,1.70483,0.00589857,0.00589857,0.00589857
31,212.032,1.40225,0.91784,1.33595,0.87503,0.80468,0.83891,0.41843,1.71578,0.92878,1.52998,0.00575714,0.00575714,0.00575714
32,218.057,1.39193,0.90772,1.38379,0.84966,0.7603,0.81595,0.42806,1.76449,1.0679,1.5455,0.00561571,0.00561571,0.00561571
33,224.435,1.40805,0.94133,1.294,0.83105,0.77999,0.83627,0.46175,1.6153,1.05125,1.44887,0.00547429,0.00547429,0.00547429
34,230.888,1.43356,0.99761,1.38099,0.66704,0.70412,0.83392,0.40826,1.76846,1.27649,1.59219,0.00533286,0.00533286,0.00533286
35,237.146,1.34205,0.91663,1.32068,0.72714,0.66219,0.70962,0.33715,1.91727,1.40714,1.60633,0.00519143,0.00519143,0.00519143
36,243.207,1.39609,0.93199,1.32783,0.64793,0.41404,0.49949,0.23355,1.99012,1.90057,1.7502,0.00505,0.00505,0.00505
37,249.348,1.40875,0.88994,1.30628,0.61196,0.62946,0.64891,0.33916,1.97101,1.34602,1.84543,0.00490857,0.00490857,0.00490857
38,255.496,1.36831,0.87902,1.29043,0.65088,0.60918,0.63751,0.32868,2.00702,1.3343,1.78644,0.00476714,0.00476714,0.00476714
39,261.677,1.37127,1.11826,1.30251,0.71207,0.50414,0.59055,0.28189,2.08907,1.78834,1.90567,0.00462571,0.00462571,0.00462571
40,267.925,1.36564,0.87409,1.3146,0.85322,0.78524,0.8589,0.48584,1.58745,0.98398,1.42547,0.00448429,0.00448429,0.00448429
41,274.633,1.35158,0.85956,1.26156,0.79822,0.80304,0.87063,0.5073,1.57935,1.05403,1.38331,0.00434286,0.00434286,0.00434286
42,281.162,1.34847,0.90852,1.32671,0.69527,0.74072,0.8384,0.46683,1.62026,1.11933,1.41925,0.00420143,0.00420143,0.00420143
43,287.4,1.34117,0.88111,1.33445,0.85905,0.81458,0.84032,0.39638,1.77293,0.90478,1.56136,0.00406,0.00406,0.00406
44,293.466,1.39264,0.86476,1.36093,0.89793,0.81897,0.88379,0.37647,1.97827,0.90087,1.73146,0.00391857,0.00391857,0.00391857
45,299.642,1.36721,0.86405,1.31322,0.86824,0.86905,0.90231,0.44572,1.6343,0.837,1.4725,0.00377714,0.00377714,0.00377714
46,305.826,1.37112,0.85939,1.29561,0.80737,0.84495,0.85703,0.37026,2.04193,0.93571,1.75877,0.00363571,0.00363571,0.00363571
47,312.043,1.32617,0.84487,1.30544,0.86566,0.82955,0.85068,0.39034,1.90035,0.91694,1.63831,0.00349429,0.00349429,0.00349429
48,318.284,1.35034,0.89874,1.32871,0.81476,0.92502,0.89848,0.50704,1.49049,0.83707,1.33576,0.00335286,0.00335286,0.00335286
49,329.972,1.31445,0.87285,1.27479,0.71155,0.64193,0.69034,0.36887,1.96573,1.26977,1.64903,0.00321143,0.00321143,0.00321143
50,336.139,1.31814,0.86041,1.32517,0.88751,0.87466,0.9262,0.54707,1.4857,0.83344,1.3664,0.00307,0.00307,0.00307
51,348.811,1.35146,0.83435,1.24653,0.77247,0.8607,0.90119,0.50475,1.52622,0.83395,1.38848,0.00292857,0.00292857,0.00292857
52,354.927,1.32298,0.78819,1.27534,0.56567,0.46403,0.51429,0.25943,2.06742,2.02469,1.68158,0.00278714,0.00278714,0.00278714
53,361.189,1.30348,0.7897,1.25148,0.76295,0.6758,0.74012,0.39874,1.80112,1.42691,1.50741,0.00264571,0.00264571,0.00264571
54,367.384,1.27968,0.78031,1.23499,0.80755,0.85426,0.88394,0.48595,1.68825,0.80555,1.47556,0.00250429,0.00250429,0.00250429
55,373.585,1.27297,0.74611,1.22474,0.83767,0.79927,0.87521,0.52916,1.44702,0.85983,1.33683,0.00236286,0.00236286,0.00236286
56,379.818,1.28352,0.7776,1.25117,0.74853,0.80139,0.85167,0.49696,1.53788,1.04792,1.40148,0.00222143,0.00222143,0.00222143
57,386.013,1.26374,0.75579,1.27246,0.77416,0.81836,0.87232,0.53119,1.39552,0.8511,1.28841,0.00208,0.00208,0.00208
58,392.223,1.28962,0.75738,1.242,0.74188,0.76853,0.81823,0.46487,1.65763,1.14585,1.41299,0.00193857,0.00193857,0.00193857
59,398.412,1.26919,0.76764,1.28383,0.68136,0.6525,0.73984,0.34818,2.03286,1.45391,1.56509,0.00179714,0.00179714,0.00179714
60,404.572,1.27621,0.74873,1.2472,0.58208,0.77159,0.76157,0.37834,1.95182,1.21654,1.58562,0.00165571,0.00165571,0.00165571
61,414.222,1.27002,0.92174,1.28571,0.85876,0.88705,0.92765,0.55388,1.38772,0.70617,1.29804,0.00151429,0.00151429,0.00151429
62,420.428,1.24629,0.73259,1.34372,0.85821,0.88094,0.90232,0.48901,1.64956,0.75185,1.45386,0.00137286,0.00137286,0.00137286
63,426.354,1.25132,0.71546,1.31738,0.80739,0.8908,0.90672,0.54995,1.41047,0.70027,1.29339,0.00123143,0.00123143,0.00123143
64,432.159,1.19392,0.69257,1.25749,0.84079,0.88122,0.90289,0.50665,1.55606,0.71874,1.39038,0.00109,0.00109,0.00109
65,438.27,1.1477,0.68037,1.25363,0.8629,0.8853,0.88412,0.4396,1.84374,0.77724,1.60642,0.000948571,0.000948571,0.000948571
66,448.734,1.18241,0.66333,1.26285,0.84995,0.88107,0.88537,0.42362,1.8926,0.78335,1.64086,0.000807143,0.000807143,0.000807143
67,455.144,1.23761,0.67052,1.26996,0.83225,0.89718,0.90577,0.49465,1.62434,0.7438,1.43633,0.000665714,0.000665714,0.000665714
68,461.152,1.20453,0.67498,1.28646,0.83365,0.89488,0.90957,0.54605,1.45174,0.70414,1.32411,0.000524286,0.000524286,0.000524286
69,467.234,1.20947,0.6659,1.26042,0.84009,0.88868,0.91212,0.55266,1.418,0.68863,1.30667,0.000382857,0.000382857,0.000382857
70,473.039,1.12995,0.67308,1.24941,0.84833,0.89168,0.91527,0.55386,1.4146,0.68589,1.30797,0.000241429,0.000241429,0.000241429
1,13.0033,2.13053,3.94504,1.63718,0.07673,0.24215,0.01246,0.00463,2.06366,inf,2.28688,0.0928,0.0008,0.0008
2,26.5944,2.21158,3.28777,1.8394,0,0,0,0,nan,nan,nan,0.084676,0.00167596,0.00167596
3,33.0025,1.95403,2.13921,1.6796,0,0,0,0,nan,nan,nan,0.0765265,0.00252646,0.00252646
4,39.3628,1.88343,1.95573,1.65176,0,0,0,0,nan,nan,nan,0.0683515,0.0033515,0.0033515
5,45.4622,1.79111,1.69448,1.58671,0,0,0,0,nan,nan,nan,0.0601511,0.00415109,0.00415109
6,51.8375,1.77975,1.51212,1.5856,0,0,0,0,nan,nan,nan,0.0519252,0.00492521,0.00492521
7,57.6547,1.70271,1.45893,1.50761,0,0,0,0,nan,nan,nan,0.0436739,0.00567389,0.00567389
8,63.9596,1.86855,1.42403,1.62761,0,0,0,0,nan,nan,nan,0.0353971,0.0063971,0.0063971
9,69.9367,1.7115,1.31023,1.52619,0,0,0,0,nan,nan,nan,0.0270949,0.00709486,0.00709486
10,76.2648,1.70451,1.24755,1.46058,0,0,0,0,nan,nan,nan,0.0187672,0.00776716,0.00776716
11,82.3982,1.64391,1.18533,1.44508,0,0,0,0,nan,nan,nan,0.010414,0.008414,0.008414
12,88.6792,1.67836,1.18457,1.50411,0,0,0,0,nan,nan,nan,0.00844429,0.00844429,0.00844429
13,94.723,1.66287,1.08318,1.43393,0,0,0,0,nan,nan,nan,0.00830286,0.00830286,0.00830286
14,100.946,1.58373,1.11352,1.45166,0,0,0,0,nan,nan,nan,0.00816143,0.00816143,0.00816143
15,107.146,1.52085,1.04742,1.34367,0,0,0,0,nan,nan,nan,0.00802,0.00802,0.00802
16,113.575,1.54467,1.26497,1.46118,0.03279,0.02778,0.0241,0.00651,4.27366,8.30107,4.30583,0.00787857,0.00787857,0.00787857
17,125.606,1.55073,1.07247,1.40977,0.58388,0.26435,0.35362,0.15493,1.96643,3.37998,1.69622,0.00773714,0.00773714,0.00773714
18,132.218,1.4886,0.9903,1.38937,0.37819,0.39483,0.23443,0.12152,1.87144,13.9747,1.71912,0.00759571,0.00759571,0.00759571
19,138.474,1.51635,0.98669,1.41148,0.30604,0.52192,0.40904,0.17337,1.94017,3.58302,1.77225,0.00745429,0.00745429,0.00745429
20,150.036,1.53258,1.08276,1.45139,0.60118,0.7235,0.7301,0.36519,1.76868,1.36043,1.67353,0.00731286,0.00731286,0.00731286
21,156.588,1.48467,0.96957,1.36043,0.63646,0.37708,0.5219,0.23005,2.17975,2.08124,1.88781,0.00717143,0.00717143,0.00717143
22,162.678,1.49045,0.95185,1.32038,0.61925,0.26568,0.37197,0.18434,2.10546,2.85307,1.83041,0.00703,0.00703,0.00703
23,168.827,1.46167,0.94519,1.35742,0.65311,0.58169,0.64367,0.34941,1.65411,1.67319,1.55542,0.00688857,0.00688857,0.00688857
24,174.815,1.52331,1.02625,1.44101,0.51283,0.30481,0.46161,0.23545,1.68858,2.22105,1.56531,0.00674714,0.00674714,0.00674714
25,180.985,1.37845,0.90771,1.32787,0.16922,0.39767,0.34645,0.16884,1.88968,3.2872,1.70797,0.00660571,0.00660571,0.00660571
26,186.839,1.45842,0.88443,1.29973,0.72358,0.79041,0.83368,0.47074,1.54988,1.04658,1.44019,0.00646429,0.00646429,0.00646429
27,198.41,1.43801,0.90299,1.31512,0.74689,0.6495,0.75256,0.3821,1.74348,1.42916,1.55391,0.00632286,0.00632286,0.00632286
28,204.613,1.41881,0.88333,1.32705,0.87256,0.71343,0.86446,0.49647,1.4653,1.09653,1.39529,0.00618143,0.00618143,0.00618143
29,215.98,1.40587,0.87528,1.31919,0.81122,0.74578,0.78677,0.39972,1.74182,1.2863,1.59056,0.00604,0.00604,0.00604
30,221.869,1.36098,0.81532,1.32962,0.86797,0.84656,0.9007,0.52663,1.51922,0.96288,1.39061,0.00589857,0.00589857,0.00589857
31,233.744,1.36538,0.83494,1.3161,0.88804,0.76186,0.88479,0.54079,1.47859,0.97807,1.37724,0.00575714,0.00575714,0.00575714
32,244.312,1.357,0.83393,1.35756,0.64043,0.71481,0.75772,0.40982,1.7155,0.98213,1.51754,0.00561571,0.00561571,0.00561571
33,250.533,1.36255,0.84614,1.26032,0.42717,0.62666,0.59174,0.2998,2.13958,1.16509,1.79603,0.00547429,0.00547429,0.00547429
34,256.39,1.40275,0.87888,1.34518,0.64769,0.75105,0.78505,0.42706,1.74521,1.05063,1.52049,0.00533286,0.00533286,0.00533286
35,262.727,1.319,0.78166,1.29629,0.80894,0.79445,0.82926,0.46798,1.62072,0.89054,1.43042,0.00519143,0.00519143,0.00519143
36,268.664,1.36126,0.80054,1.30682,0.80724,0.91733,0.86532,0.49094,1.64286,0.84317,1.52662,0.00505,0.00505,0.00505
37,274.972,1.38127,0.79561,1.25553,0.83371,0.80659,0.86512,0.52334,1.3812,0.87917,1.32963,0.00490857,0.00490857,0.00490857
38,281.033,1.34538,0.78514,1.27993,0.77436,0.75578,0.84198,0.45184,1.55595,0.93744,1.46369,0.00476714,0.00476714,0.00476714
39,287.26,1.45808,1.12059,1.42989,0.80679,0.79596,0.85201,0.50788,1.47438,0.89225,1.38772,0.00462571,0.00462571,0.00462571
40,293.359,1.33038,0.76851,1.27635,0.8252,0.88257,0.89581,0.52101,1.45898,0.75966,1.41105,0.00448429,0.00448429,0.00448429
41,299.596,1.30923,0.77421,1.22843,0.76529,0.76634,0.82522,0.50129,1.44819,0.98242,1.38635,0.00434286,0.00434286,0.00434286
42,305.73,1.29965,0.79612,1.29507,0.69065,0.82989,0.80653,0.45941,1.57979,0.90033,1.49028,0.00420143,0.00420143,0.00420143
43,311.995,1.2581,0.75852,1.26358,0.69815,0.87071,0.8637,0.48485,1.60574,0.86194,1.51473,0.00406,0.00406,0.00406
44,318.375,1.35302,0.77799,1.33787,0.83564,0.8853,0.90291,0.55805,1.41813,0.70309,1.32861,0.00391857,0.00391857,0.00391857
45,330.139,1.33138,0.7836,1.29598,0.83553,0.90496,0.9266,0.59267,1.34427,0.63307,1.2933,0.00377714,0.00377714,0.00377714
46,340.568,1.26238,0.72694,1.21897,0.81162,0.89731,0.92066,0.59028,1.30889,0.63867,1.27744,0.00363571,0.00363571,0.00363571
47,346.43,1.25942,0.70145,1.24458,0.84579,0.90227,0.91164,0.5875,1.32973,0.63608,1.28292,0.00349429,0.00349429,0.00349429
48,352.526,1.2846,0.77259,1.28808,0.87747,0.89731,0.91033,0.58313,1.28482,0.64102,1.26738,0.00335286,0.00335286,0.00335286
49,358.398,1.28579,0.73668,1.23956,0.78805,0.90783,0.9038,0.53601,1.43946,0.68394,1.35886,0.00321143,0.00321143,0.00321143
50,364.489,1.2639,0.73716,1.27091,0.81003,0.89731,0.91128,0.59471,1.30284,0.61847,1.28962,0.00307,0.00307,0.00307
51,375.866,1.34459,0.75361,1.23704,0.78639,0.8918,0.90514,0.56973,1.35427,0.64728,1.33098,0.00292857,0.00292857,0.00292857
52,381.81,1.22407,0.69937,1.20898,0.89623,0.82282,0.87626,0.50294,1.49063,0.71198,1.37662,0.00278714,0.00278714,0.00278714
53,388.012,1.30847,0.7333,1.23773,0.80806,0.91911,0.91623,0.57581,1.3394,0.65399,1.30585,0.00264571,0.00264571,0.00264571
54,393.85,1.22528,0.70407,1.20218,0.80845,0.9362,0.90931,0.57484,1.3028,0.61284,1.28884,0.00250429,0.00250429,0.00250429
55,400.133,1.18958,0.66956,1.17397,0.78912,0.92883,0.90288,0.56719,1.3389,0.61917,1.30055,0.00236286,0.00236286,0.00236286
56,406.171,1.24977,0.69573,1.22093,0.82182,0.92808,0.92303,0.60061,1.28747,0.6049,1.28242,0.00222143,0.00222143,0.00222143
57,418.241,1.19524,0.6617,1.22466,0.83957,0.93196,0.92889,0.60972,1.28802,0.59668,1.27812,0.00208,0.00208,0.00208
58,430.837,1.22026,0.66743,1.19579,0.84664,0.93754,0.92439,0.58794,1.31026,0.61992,1.27761,0.00193857,0.00193857,0.00193857
59,436.927,1.17964,0.67773,1.23263,0.84702,0.91931,0.92653,0.56768,1.30923,0.61747,1.2726,0.00179714,0.00179714,0.00179714
60,442.846,1.20191,0.67297,1.19429,0.84316,0.9232,0.92652,0.58402,1.27938,0.60372,1.26761,0.00165571,0.00165571,0.00165571
61,453.042,1.1999,0.78687,1.24808,0.83318,0.92097,0.93444,0.59646,1.26254,0.58144,1.25237,0.00151429,0.00151429,0.00151429
62,458.986,1.19043,0.65768,1.31698,0.82269,0.90832,0.9266,0.59548,1.26919,0.59237,1.2465,0.00137286,0.00137286,0.00137286
63,465.186,1.15731,0.61961,1.23365,0.84825,0.90884,0.92195,0.5832,1.29423,0.60476,1.25512,0.00123143,0.00123143,0.00123143
64,471.066,1.12105,0.60766,1.21158,0.90612,0.90077,0.93078,0.59503,1.29021,0.58519,1.2653,0.00109,0.00109,0.00109
65,477.229,1.11254,0.5936,1.21569,0.91394,0.90149,0.9326,0.59315,1.28716,0.58723,1.26327,0.000948571,0.000948571,0.000948571
66,483.619,1.13618,0.60336,1.23453,0.90155,0.90319,0.92978,0.59448,1.293,0.5925,1.2597,0.000807143,0.000807143,0.000807143
67,489.55,1.1612,0.59674,1.23624,0.87049,0.89593,0.92489,0.59411,1.2976,0.59798,1.25911,0.000665714,0.000665714,0.000665714
68,495.581,1.12015,0.59679,1.23799,0.8671,0.89878,0.93185,0.59288,1.27717,0.58345,1.25178,0.000524286,0.000524286,0.000524286
69,501.525,1.12098,0.59595,1.20114,0.88025,0.89977,0.93019,0.59348,1.26251,0.57593,1.24671,0.000382857,0.000382857,0.000382857
70,507.322,1.06656,0.6586,1.20009,0.88519,0.90303,0.92876,0.59439,1.25691,0.56983,1.24439,0.000241429,0.000241429,0.000241429
